"freight_cost_usd","line.item.insurance..usd.","shipment.mode","country","product.group","sub.classification","line.item.quantity","line.item.value","weight_kilograms","pack.price","dosage","scheduled.delivery.date","delivered.to.client.date","shipment_mode_encoded","country_encoded","product_group_encoded","sub_classification_encoded","scheduled_delivery_date","delivered_to_client_date","delivery_time","delivery_category"
5869.655,121.76,"Air","Uganda","ARV","Adult",7051,98431.96,1047,13.96,600,"25-Apr-13","25-Apr-13",1,40,3,2,2013-04-25,2013-04-25,0,"On Time"
5869.655,465.79,"Truck","Côte d'Ivoire","ARV","Adult",38722,332234.76,1047,8.58,150,"28-Mar-13","30-Mar-13",4,10,3,2,2013-03-28,2013-03-30,2,"Late"
5869.655,33.02,"Truck","Tanzania","ARV","Pediatric",11606,26693.8,1047,2.3,30,"31-May-13","14-May-13",4,38,3,6,2013-05-31,2013-05-14,-17,"Early"
832.5,9,"Air","Mozambique","ARV","Adult",1800,7272,108,4.04,300,"4-Jul-13","4-Jul-13",1,27,3,2,2013-07-04,2013-07-04,0,"On Time"
5869.655,7.35,"Air","Burundi","ARV","Adult",240,5942.4,1047,24.76,200,"31-May-13","23-May-13",1,7,3,2,2013-05-31,2013-05-23,-8,"Early"
50626.6,524.18,"Air","Zambia","ARV","Adult",69811,423752.77,7632,6.07,200,"28-Jun-13","13-May-13",1,42,3,2,2013-06-28,2013-05-13,-46,"Early"
2089,12.26,"Air","South Sudan","ARV","Adult",1466,9910.16,83,6.76,300,"30-Apr-13","17-Apr-13",1,35,3,2,2013-04-30,2013-04-17,-13,"Early"
5869.655,154.2,"Air","Zambia","ARV","Adult",20537,124659.59,1047,6.07,200,"28-Jun-13","13-May-13",1,42,3,2,2013-06-28,2013-05-13,-46,"Early"
5869.655,8.11,"Air","Burundi","ARV","Adult",1080,6555.6,1047,6.07,200,"30-Jun-13","9-May-13",1,7,3,2,2013-06-30,2013-05-09,-52,"Early"
14547.55,206.83,"Air Charter","Nigeria","ARV","Adult",7677,167205.06,16376,21.78,200,"21-May-13","3-May-13",2,29,3,2,2013-05-21,2013-05-03,-18,"Early"
5869.655,11.71,"Truck","Zimbabwe","ARV","Adult",2014,9465.8,1047,4.7,300,"6-May-13","29-Apr-13",4,43,3,2,2013-05-06,2013-04-29,-7,"Early"
5496.08,140.88,"Truck","Mozambique","ARV","Adult",34200,113886,7908,3.33,600,"21-Jul-13","26-Jul-13",4,27,3,2,2013-07-21,2013-07-26,5,"Late"
1815.67,6.4,"Truck","Mozambique","ARV","Adult",2600,5174,149,1.99,150,"30-Sep-13","29-Aug-13",4,27,3,2,2013-09-30,2013-08-29,-32,"Early"
5869.655,35.34,"Truck","Mozambique","ARV","Pediatric",13603,28566.3,1047,2.1,10,"1-Aug-13","1-Aug-13",4,27,3,6,2013-08-01,2013-08-01,0,"On Time"
5869.655,269.58,"Truck","Mozambique","ARV","Adult",25400,217932,1047,8.58,150,"1-Aug-13","1-Aug-13",4,27,3,2,2013-08-01,2013-08-01,0,"On Time"
9708.48,235.66,"Truck","Zimbabwe","ARV","Adult",40534,190509.8,3749,4.7,300,"30-May-13","29-Apr-13",4,43,3,2,2013-05-30,2013-04-29,-31,"Early"
5869.655,40.1,"Air Charter","Nigeria","ARV","Adult",14344,32417.44,1047,2.26,200,"21-May-13","6-May-13",2,29,3,2,2013-05-21,2013-05-06,-15,"Early"
3592.8,36.75,"Truck","Tanzania","ARV","Pediatric",12917,29709.1,2461,2.3,30,"23-Aug-13","14-May-13",4,38,3,6,2013-08-23,2013-05-14,-101,"Early"
5869.655,356.94,"Air Charter","Nigeria","ARV","Adult",41222,288554,1047,7,150,"21-May-13","10-May-13",2,29,3,2,2013-05-21,2013-05-10,-11,"Early"
20666.07,4.34,"Air Charter","Nigeria","ARV","Pediatric",763,3509.8,56,4.6,60,"21-Aug-13","10-May-13",2,29,3,6,2013-08-21,2013-05-10,-103,"Early"
13649.6,987.54,"Truck","Mozambique","ARV","Adult",66956,704377.12,5810,10.52,600,"28-Jun-13","10-Jul-13",4,27,3,2,2013-06-28,2013-07-10,12,"Late"
5869.655,49.6,"Truck","Mozambique","ARV","Adult",8531,40095.7,1047,4.7,300,"26-Jul-13","26-Jul-13",4,27,3,2,2013-07-26,2013-07-26,0,"On Time"
20761,305.39,"Air Charter","Nigeria","ARV","Adult",109238,246877.88,11763,2.26,200,"21-May-13","29-May-13",2,29,3,2,2013-05-21,2013-05-29,8,"Late"
20761,185.36,"Air Charter","Nigeria","ARV","Adult",45000,149850,16966,3.33,600,"4-Jun-13","29-May-13",2,29,3,2,2013-06-04,2013-05-29,-6,"Early"
20761,188.97,"Air Charter","Nigeria","ARV","Adult",7014,152764.92,7733,21.78,200,"31-May-13","28-May-13",2,29,3,2,2013-05-31,2013-05-28,-3,"Early"
2486.5,467.57,"Air","Uganda","ARV","Adult",35930,377983.6,4811,10.52,600,"31-Jul-13","23-Jul-13",1,40,3,2,2013-07-31,2013-07-23,-8,"Early"
5869.655,449.75,"Truck","Uganda","ARV","Adult",44017,363580.42,1047,8.26,150,"31-Jul-13","26-Aug-13",4,40,3,2,2013-07-31,2013-08-26,26,"Late"
5869.655,7.94,"Air Charter","Nigeria","ARV","Pediatric",1945,6418.5,165,3.3,60,"22-Jul-13","23-Jul-13",2,29,3,6,2013-07-22,2013-07-23,1,"Late"
1478.35,13.27,"Truck","Côte d'Ivoire","ARV","Adult",2656,10730.24,167,4.04,300,"31-Oct-13","23-Jul-13",4,10,3,2,2013-10-31,2013-07-23,-100,"Early"
5869.655,8.17,"Air","Congo, DRC","ARV","Adult",800,6608,1047,8.26,150,"28-Aug-13","8-Feb-14",1,9,3,2,2013-08-28,2014-02-08,164,"Late"
20074.74,391.67,"Truck","Uganda","ARV","Adult",45233,316631,3984,7,150,"6-Aug-13","22-Aug-13",4,40,3,2,2013-08-06,2013-08-22,16,"Late"
4529.65,776.63,"Truck","Zimbabwe","ARV","Adult",59680,627833.6,7831,10.52,600,"20-Sep-13","20-Sep-13",4,43,3,2,2013-09-20,2013-09-20,0,"On Time"
2751.09,41.45,"Truck","Côte d'Ivoire","ARV","Pediatric",7600,29564,415,3.89,30,"30-Sep-13","28-Aug-13",4,10,3,6,2013-09-30,2013-08-28,-33,"Early"
4356.75,8.38,"Truck","Zambia","ARV","Adult",2997,6773.22,2764,2.26,200,"22-Oct-13","22-Oct-13",4,42,3,2,2013-10-22,2013-10-22,0,"On Time"
4356.75,277.62,"Truck","Zambia","ARV","Adult",16099,198017.7,2004,12.3,600,"22-Oct-13","22-Oct-13",4,42,3,2,2013-10-22,2013-10-22,0,"On Time"
1026.49,90.3,"Truck","Zambia","ARV","Pediatric",10000,73000,684,7.3,200,"16-Sep-13","23-Sep-13",4,42,3,6,2013-09-16,2013-09-23,7,"Late"
24505,15.29,"Air","Congo, DRC","ARV","Pediatric",6339,12361.05,2357,1.95,10,"21-Jan-14","21-Jan-14",1,9,3,6,2014-01-21,2014-01-21,0,"On Time"
5869.655,290.99,"Truck","Mozambique","ARV","Adult",70643,235241.19,1047,3.33,600,"31-Oct-13","31-Oct-13",4,27,3,2,2013-10-31,2013-10-31,0,"On Time"
10540.22,189.53,"Truck","Tanzania","ARV","Adult",13370,153220.2,1337,11.46,300,"20-Nov-13","10-Sep-13",4,38,3,2,2013-11-20,2013-09-10,-71,"Early"
13508.98,326.16,"Air","Uganda","ARV","Adult",13040,263668.8,2638,20.22,200,"30-Sep-13","29-Oct-13",1,40,3,2,2013-09-30,2013-10-29,29,"Late"
12000,782.54,"Truck","Zimbabwe","ARV","Adult",131520,632611.2,2277,4.81,300,"30-Sep-13","9-Oct-13",4,43,3,2,2013-09-30,2013-10-09,9,"Late"
4390.98,9.86,"Truck","Rwanda","ARV","Pediatric",5495,7967.75,1960,1.45,10,"15-Oct-13","15-Oct-13",4,31,3,6,2013-10-15,2013-10-15,0,"On Time"
8604.7,329.26,"Air","Uganda","ARV","Adult",13164,266176.08,2722,20.22,200,"15-Oct-13","8-Nov-13",1,40,3,2,2013-10-15,2013-11-08,24,"Late"
5869.655,0.81,"Air","Dominican Republic","ARV","Adult",288,650.88,1047,2.26,200,"29-Oct-13","16-Oct-13",1,11,3,2,2013-10-29,2013-10-16,-13,"Early"
5869.655,165.53,"Truck","Mozambique","ARV","Adult",21410,133812.5,1047,6.25,300,"15-Nov-13","8-Oct-13",4,27,3,2,2013-11-15,2013-10-08,-38,"Early"
15181,130.58,"Air","Dominican Republic","ARV","Adult",15080,105560,1212,7,150,"26-Nov-13","10-Oct-13",1,11,3,2,2013-11-26,2013-10-10,-47,"Early"
5869.655,90.92,"Truck","Tanzania","ARV","Pediatric",56540,73502,1047,1.3,10,"31-Oct-13","4-Nov-13",4,38,3,6,2013-10-31,2013-11-04,4,"Late"
5869.655,27.91,"Truck","Zambia","ARV","Adult",9984,22563.84,1047,2.26,200,"29-Nov-13","29-Nov-13",4,42,3,2,2013-11-29,2013-11-29,0,"On Time"
5869.655,162.85,"Truck","Côte d'Ivoire","ARV","Adult",6269,131649,1047,21,200,"31-Oct-13","22-Oct-13",4,10,3,2,2013-10-31,2013-10-22,-9,"Early"
5869.655,146.11,"Truck","Côte d'Ivoire","ARV","Adult",14300,118118,1047,8.26,150,"31-Oct-13","22-Oct-13",4,10,3,2,2013-10-31,2013-10-22,-9,"Early"
13380.52,950.12,"Truck","Rwanda","ARV","Adult",89520,768081.6,10238,8.58,150,"29-Nov-13","29-Nov-13",4,31,3,2,2013-11-29,2013-11-29,0,"On Time"
790.29,9.22,"Air","Uganda","ARV","Pediatric",1864,7456,89,4,60,"31-Jan-14","17-Feb-14",1,40,3,6,2014-01-31,2014-02-17,17,"Late"
5869.655,166.33,"Truck","Tanzania","ARV","Adult",59498,134465.48,1047,2.26,200,"26-Dec-13","16-Dec-13",4,38,3,2,2013-12-26,2013-12-16,-10,"Early"
5869.655,131.84,"Air","Côte d'Ivoire","ARV","Adult",9300,106578,1047,11.46,300,"16-Dec-13","2-Dec-13",1,10,3,2,2013-12-16,2013-12-02,-14,"Early"
4523,24.7,"Air","Guyana","ARV","Adult",3402,19969.74,392,5.87,200,"31-Dec-13","30-Nov-13",1,16,3,2,2013-12-31,2013-11-30,-31,"Early"
6638.3,9.39,"Truck","Rwanda","ARV","Pediatric",5233,7587.85,1855,1.45,10,"29-Nov-13","5-Feb-14",4,31,3,6,2013-11-29,2014-02-05,68,"Late"
5869.655,1.1,"Air","Guyana","ARV","Pediatric",96,892.8,1047,9.3,200,"31-Dec-13","2-Dec-13",1,16,3,6,2013-12-31,2013-12-02,-29,"Early"
26340,714.65,"Air Charter","Nigeria","ARV","Adult",67334,577725.72,8716,8.58,150,"31-Dec-13","26-Nov-13",2,29,3,2,2013-12-31,2013-11-26,-35,"Early"
10900,234.19,"Truck","Zimbabwe","ARV","Adult",39360,189321.6,4174,4.81,300,"31-Dec-13","13-Jan-14",4,43,3,2,2013-12-31,2014-01-13,13,"Late"
2431.36,27.91,"Air","Côte d'Ivoire","ARV","Pediatric",5800,22562,248,3.89,30,"16-Dec-13","16-Dec-13",1,10,3,6,2013-12-16,2013-12-16,0,"On Time"
5819.7,39.26,"Air","Haiti","ARV","Adult",1865,38195.2,497,20.48,200,"24-Dec-13","27-Dec-13",1,17,3,2,2013-12-24,2013-12-27,3,"Late"
2431.39,41.45,"Air","Côte d'Ivoire","ARV","Adult",7130,33511,669,4.7,300,"22-Jan-14","16-Dec-13",1,10,3,2,2014-01-22,2013-12-16,-37,"Early"
771.9,2.29,"Air","Burundi","ARV","Adult",88,1848,95,21,200,"15-Nov-13","22-Nov-13",1,7,3,2,2013-11-15,2013-11-22,7,"Late"
49199.75,30.86,"Air Charter","Nigeria","ARV","Pediatric",11605,24950.75,935,2.15,30,"31-Jan-14","10-Jan-14",2,29,3,6,2014-01-31,2014-01-10,-21,"Early"
2737.75,24.72,"Truck","Rwanda","ARV","Pediatric",2586,24049.8,164,9.3,200,"28-Feb-14","25-Feb-14",4,31,3,6,2014-02-28,2014-02-25,-3,"Early"
6333,0.88,"Air","South Sudan","ARV","Adult",378,854.28,613,2.26,200,"22-Jan-14","11-Feb-14",1,35,3,2,2014-01-22,2014-02-11,20,"Late"
5869.655,7.58,"Truck","Rwanda","ARV","Adult",1303,6124.1,1047,4.7,300,"31-Jan-14","3-Feb-14",4,31,3,2,2014-01-31,2014-02-03,3,"Late"
3051.95,47.01,"Air","Côte d'Ivoire","ARV","Pediatric",9500,38000,449,4,60,"31-Jan-14","18-Feb-14",1,10,3,6,2014-01-31,2014-02-18,18,"Late"
5869.655,154.88,"Truck","Tanzania","ARV","Adult",11022,125209.92,1047,11.36,300,"31-Jan-14","19-Feb-14",4,38,3,2,2014-01-31,2014-02-19,19,"Late"
30936.1,10.32,"Air Charter","Nigeria","ARV","Pediatric",2085,8340,122,4,60,"28-Feb-14","10-Feb-14",2,29,3,6,2014-02-28,2014-02-10,-18,"Early"
30936.1,1203.3,"Air Charter","Nigeria","ARV","Adult",89490,972756.3,11280,10.87,600,"28-Feb-14","10-Feb-14",2,29,3,2,2014-02-28,2014-02-10,-18,"Early"
5869.655,3.09,"Truck","Mozambique","ARV","Adult",1330,3005.8,1047,2.26,200,"15-Apr-14","28-Mar-14",4,27,3,2,2014-04-15,2014-03-28,-18,"Early"
5869.655,0.84,"Air","Congo, DRC","ARV","Pediatric",440,818.4,1047,1.86,10,"30-May-14","19-May-14",1,9,3,6,2014-05-30,2014-05-19,-11,"Early"
23776.42,585.25,"Truck","Côte d'Ivoire","ARV","Adult",70300,473119,5565,6.73,150,"11-Apr-14","11-Apr-14",4,10,3,2,2014-04-11,2014-04-11,0,"On Time"
18607.76,7.45,"Air","Côte d'Ivoire","ARV","Pediatric",2867,6020.7,5752,2.1,10,"28-Mar-14","26-Mar-14",1,10,3,6,2014-03-28,2014-03-26,-2,"Early"
7300,5.21,"Truck","Zimbabwe","ARV","Pediatric",595,5063.45,236,8.51,20,"31-Mar-14","24-Mar-14",4,43,3,6,2014-03-31,2014-03-24,-7,"Early"
5869.655,510.86,"Truck","Rwanda","ARV","Adult",49998,412983.48,1047,8.26,150,"28-Mar-14","2-Apr-14",4,31,3,2,2014-03-28,2014-04-02,5,"Late"
5869.655,466.99,"Truck","Mozambique","ARV","Adult",54997,454275.22,1047,8.26,150,"15-Apr-14","14-Apr-14",4,27,3,2,2014-04-15,2014-04-14,-1,"Early"
5869.655,53.06,"Truck","Mozambique","ARV","Adult",4629,51613.35,1047,11.15,600,"15-Apr-14","14-Apr-14",4,27,3,2,2014-04-15,2014-04-14,-1,"Early"
5869.655,10.46,"Air","South Sudan","ARV","Adult",507,10175.49,1047,20.07,200,"31-Mar-14","21-Mar-14",1,35,3,2,2014-03-31,2014-03-21,-10,"Early"
5869.655,2.07,"Air","Guyana","ARV","Adult",287,2009,1047,7,150,"31-Mar-14","3-Apr-14",1,16,3,2,2014-03-31,2014-04-03,3,"Late"
5869.655,0.41,"Air","Guyana","ARV","Pediatric",190,399,1047,2.1,10,"31-Mar-14","3-Apr-14",1,16,3,6,2014-03-31,2014-04-03,3,"Late"
38560.67,188.11,"Air","Ghana","ARV","Adult",16834,182985.58,5447,10.87,600,"7-Apr-14","7-Apr-14",1,13,3,2,2014-04-07,2014-04-07,0,"On Time"
39329.03,21.99,"Truck","Côte d'Ivoire","ARV","Adult",4400,17776,11043,4.04,300,"30-Apr-14","14-Apr-14",4,10,3,2,2014-04-30,2014-04-14,-16,"Early"
29674.91,23.91,"Air Charter","Nigeria","ARV","Pediatric",10819,23260.85,411,2.15,30,"6-May-14","17-Apr-14",2,29,3,6,2014-05-06,2014-04-17,-19,"Early"
5869.655,0.38,"Air","Guyana","ARV","Pediatric",176,369.6,1047,2.1,10,"30-Jun-14","14-Apr-14",1,16,3,6,2014-06-30,2014-04-14,-77,"Early"
5869.655,833.71,"Truck","Mozambique","ARV","Adult",100000,811000,1047,8.11,150,"3-Jun-14","3-Jun-14",4,27,3,2,2014-06-03,2014-06-03,0,"On Time"
892.96,0.31,"Air","Guyana","ARV","Pediatric",36,301.68,22,8.38,20,"30-Jun-14","25-Apr-14",1,16,3,6,2014-06-30,2014-04-25,-66,"Early"
5445.73,159.13,"Truck","Rwanda","ARV","Adult",15862,128640.82,1851,8.11,150,"5-May-14","6-May-14",4,31,3,2,2014-05-05,2014-05-06,1,"Late"
5869.655,402.78,"Truck","Rwanda","ARV","Adult",30205,325609.9,1047,10.78,600,"5-May-14","6-Jun-14",4,31,3,2,2014-05-05,2014-06-06,32,"Late"
19564.23,133.08,"Truck","Zambia","ARV","Adult",27900,129456,17018,4.64,300,"6-May-14","19-May-14",4,42,3,2,2014-05-06,2014-05-19,13,"Late"
3298.78,5.65,"Air","Congo, DRC","ARV","Adult",1000,5500,204,5.5,300,"15-Aug-14","15-Aug-14",1,9,3,2,2014-08-15,2014-08-15,0,"On Time"
5869.655,6.8,"Truck","Côte d'Ivoire","ARV","Adult",489,6611.28,1047,13.52,600,"21-Apr-14","1-May-14",4,10,3,2,2014-04-21,2014-05-01,10,"Late"
7048.57,622.14,"Truck","Mozambique","ARV","Adult",74623,605192.53,10073,8.11,150,"31-Jul-14","25-Jul-14",4,27,3,2,2014-07-31,2014-07-25,-6,"Early"
34837.8,308.25,"Truck","Rwanda","ARV","Adult",53705,249191.2,5565,4.64,300,"27-Jun-14","6-Jul-14",4,31,3,2,2014-06-27,2014-07-06,9,"Late"
32022.51,14.55,"Truck","Côte d'Ivoire","ARV","Pediatric",6738,14149.8,2720,2.1,10,"4-Jun-14","3-Jun-14",4,10,3,6,2014-06-04,2014-06-03,-1,"Early"
5989.25,246.62,"Truck","Tanzania","ARV","Adult",34733,199367.42,2746,5.74,200,"30-Jun-14","10-Jun-14",4,38,3,2,2014-06-30,2014-06-10,-20,"Early"
12435.18,531.44,"Truck","Tanzania","ARV","Adult",43479,516965.31,4874,11.89,600,"30-Jun-14","6-Jun-14",4,38,3,2,2014-06-30,2014-06-06,-24,"Early"
5869.655,4.12,"Air","Burundi","ARV","Adult",200,4008,1047,20.04,200,"30-May-14","25-Jun-14",1,7,3,2,2014-05-30,2014-06-25,26,"Late"
5869.655,2.73,"Air","Burundi","ARV","Adult",112,2207.52,1047,19.71,200,"16-Jun-14","4-Jun-14",1,7,3,2,2014-06-16,2014-06-04,-12,"Early"
11701.65,63.4,"Truck","Mozambique","ARV","Adult",24768,61672.32,20019,2.49,150,"31-Jul-14","25-Jul-14",4,27,3,2,2014-07-31,2014-07-25,-6,"Early"
5869.655,69.62,"Air","Tanzania","ARV","Pediatric",43293,56280.9,1047,1.3,10,"31-Jul-14","25-Sep-14",1,38,3,6,2014-07-31,2014-09-25,56,"Late"
1966.09,84.73,"Truck","Zambia","ARV","Adult",17801,82418.63,1667,4.63,300,"29-Aug-14","23-Sep-14",4,42,3,2,2014-08-29,2014-09-23,25,"Late"
5869.655,234.59,"Truck","Zambia","ARV","Adult",35000,228200,1047,6.52,150,"4-Sep-14","23-Sep-14",4,42,3,2,2014-09-04,2014-09-23,19,"Late"
28812.58,137.3,"Air Charter","Nigeria","ARV","Pediatric",27137,110990.33,1169,4.09,60,"30-Jun-14","20-Jun-14",2,29,3,6,2014-06-30,2014-06-20,-10,"Early"
2286.63,14.94,"Truck","Côte d'Ivoire","ARV","Pediatric",7303,14532.97,277,1.99,30,"15-Jul-14","9-Jul-14",4,10,3,6,2014-07-15,2014-07-09,-6,"Early"
994.25,8.8,"Air","Burundi","ARV","Adult",1056,8564.16,155,8.11,150,"31-Jul-14","25-Jul-14",1,7,3,2,2014-07-31,2014-07-25,-6,"Early"
2282.79,6.99,"Truck","Rwanda","ARV","Pediatric",800,6800,297,8.5,20,"31-Dec-14","14-Aug-14",4,31,3,6,2014-12-31,2014-08-14,-139,"Early"
5869.655,13.21,"Air","Guyana","ARV","Adult",2238,12846.12,1047,5.74,200,"30-Sep-14","29-Aug-14",1,16,3,2,2014-09-30,2014-08-29,-32,"Early"
1765.18,75.79,"Truck","Zambia","ARV","Pediatric",18027,73730.43,1228,4.09,60,"14-Jul-14","3-Sep-14",4,42,3,6,2014-07-14,2014-09-03,51,"Late"
7500,49.1,"Truck","Zimbabwe","ARV","Pediatric",23999,47758.01,1069,1.99,30,"30-Nov-14","29-Jun-14",4,43,3,6,2014-11-30,2014-06-29,-154,"Early"
5869.655,666.35,"Truck","Zimbabwe","ARV","Adult",140000,648200,1047,4.63,300,"30-Sep-14","29-Jun-14",4,43,3,2,2014-09-30,2014-06-29,-93,"Early"
5869.655,6.11,"Air","Congo, DRC","ARV","Adult",2725,5940.5,1047,2.18,200,"24-Sep-14","28-Oct-14",1,9,3,2,2014-09-24,2014-10-28,34,"Late"
2676,71.21,"Truck","Uganda","ARV","Adult",3426,69273.72,698,20.22,200,"31-Jul-14","15-Jul-14",4,40,3,2,2014-07-31,2014-07-15,-16,"Early"
5869.655,32.48,"Air","Guyana","ARV","Adult",1603,31595.13,1047,19.71,200,"30-Sep-14","30-Jul-14",1,16,3,2,2014-09-30,2014-07-30,-62,"Early"
5869.655,13.39,"Truck","Mozambique","ARV","Adult",5232,13027.68,1047,2.49,150,"29-Aug-14","5-Nov-14",4,27,3,2,2014-08-29,2014-11-05,68,"Late"
635.95,62.71,"Truck","Zambia","ARV","Adult",5432,61001.36,506,11.23,300,"31-Jul-14","23-Sep-14",4,42,3,2,2014-07-31,2014-09-23,54,"Late"
1335.02,66.9,"Truck","Zambia","ARV","Adult",14055,65074.65,1406,4.63,300,"29-Aug-14","23-Sep-14",4,42,3,2,2014-08-29,2014-09-23,25,"Late"
26731,0.05,"Air Charter","Nigeria","ARV","Adult",6,48.66,6589,8.11,150,"30-Sep-14","3-Sep-14",2,29,3,2,2014-09-30,2014-09-03,-27,"Early"
61850,728.82,"Air Charter","Nigeria","ARV","Adult",105344,708965.12,10622,6.73,150,"30-Sep-14","3-Sep-14",2,29,3,2,2014-09-30,2014-09-03,-27,"Early"
4937.65,7.11,"Truck","Zambia","ARV","Adult",1240,6919.2,73,5.58,300,"31-Oct-14","10-Oct-14",4,42,3,2,2014-10-31,2014-10-10,-21,"Early"
5869.655,0.31,"Truck","Mozambique","ARV","Adult",80,302.4,1047,3.78,300,"31-Dec-14","28-Oct-14",4,27,3,2,2014-12-31,2014-10-28,-64,"Early"
6220.48,46.85,"Air","Rwanda","ARV","Pediatric",8953,45570.77,805,5.09,60,"15-Oct-14","14-Oct-14",1,31,3,6,2014-10-15,2014-10-14,-1,"Early"
9410.57,542.2,"Truck","Zambia","ARV","Adult",79914,527432.4,7194,6.6,150,"31-Oct-14","2-Oct-14",4,42,3,2,2014-10-31,2014-10-02,-29,"Early"
5869.655,102.8,"Truck","Zambia","ARV","Pediatric",25000,1e+05,1047,4,60,"31-Oct-14","2-Oct-14",4,42,3,6,2014-10-31,2014-10-02,-29,"Early"
5869.655,98.61,"Truck","Mozambique","ARV","Adult",20673,95922.72,1047,4.64,300,"31-Dec-14","1-Dec-14",4,27,3,2,2014-12-31,2014-12-01,-30,"Early"
5869.655,1.64,"Air","Congo, DRC","ARV","Pediatric",800,1592,1047,1.99,30,"30-Jan-15","18-Feb-15",1,9,3,6,2015-01-30,2015-02-18,19,"Late"
14251,514.97,"Air Charter","Nigeria","ARV","Adult",76832,500944.64,6780,6.52,150,"31-Oct-14","30-Oct-14",2,29,3,2,2014-10-31,2014-10-30,-1,"Early"
1263,42.55,"Air Charter","Nigeria","ARV","Adult",7526,41393,507,5.5,300,"28-Nov-14","30-Oct-14",2,29,3,2,2014-11-28,2014-10-30,-29,"Early"
4373.84,34.14,"Air","Burundi","ARV","Adult",3240,33210,614,10.25,600,"20-Nov-14","20-Nov-14",1,7,3,2,2014-11-20,2014-11-20,0,"On Time"
1330.99,3.61,"Truck","Rwanda","ARV","Pediatric",1766,3514.34,152,1.99,30,"14-Jan-15","13-Nov-14",4,31,3,6,2015-01-14,2014-11-13,-62,"Early"
5869.655,49.39,"Truck","Rwanda","ARV","Adult",21739,48043.19,1047,2.21,200,"16-Feb-15","14-Jan-15",4,31,3,2,2015-02-16,2015-01-14,-33,"Early"
6852.08,173.24,"Truck","Uganda","ARV","Adult",52500,168525,10119,3.21,600,"15-Jan-15","17-Dec-14",4,40,3,2,2015-01-15,2014-12-17,-29,"Early"
5869.655,219.7,"Truck","Côte d'Ivoire","ARV","Adult",10275,213720,1047,20.8,200,"30-Jan-15","11-Feb-15",4,10,3,2,2015-01-30,2015-02-11,12,"Late"
5869.655,16.94,"Truck","Rwanda","ARV","Pediatric",3238,16481.42,1047,5.09,60,"14-Jan-15","24-Dec-14",4,31,3,6,2015-01-14,2014-12-24,-21,"Early"
5869.655,9.96,"Truck","Uganda","ARV","Pediatric",2368,9685.12,1047,4.09,60,"16-Feb-15","24-Jan-15",4,40,3,6,2015-02-16,2015-01-24,-23,"Early"
28001.97,16.15,"Air","Rwanda","ARV","Pediatric",10401,15705.51,3880,1.51,10,"27-Jan-15","9-Jan-15",1,31,3,6,2015-01-27,2015-01-09,-18,"Early"
2232.42,8.13,"Truck","Rwanda","ARV","Pediatric",2196,7905.6,192,3.6,30,"31-Jan-15","24-Dec-14",4,31,3,6,2015-01-31,2014-12-24,-38,"Early"
9264.13,329.93,"Truck","Côte d'Ivoire","ARV","Adult",32884,320947.84,4114,9.76,600,"30-Jan-15","19-Jan-15",4,10,3,2,2015-01-30,2015-01-19,-11,"Early"
5413.7,44.49,"Air","Haiti","ARV","Adult",2000,37800,457,18.9,200,"30-Jan-15","13-Feb-15",1,17,3,2,2015-01-30,2015-02-13,14,"Late"
41735,192.17,"Air","Uganda","ARV","Adult",74896,163273.28,7183,2.18,200,"17-Feb-15","9-Feb-15",1,40,3,2,2015-02-17,2015-02-09,-8,"Early"
5869.655,214.49,"Truck","Zambia","ARV","Adult",65000,208650,1047,3.21,600,"31-Mar-15","19-Feb-15",4,42,3,2,2015-03-31,2015-02-19,-40,"Early"
15715.08,478.41,"Truck","Zambia","ARV","Adult",71377,465378.04,11342,6.52,150,"27-Feb-15","19-Feb-15",4,42,3,2,2015-02-27,2015-02-19,-8,"Early"
6443.5,0.03,"Truck","Côte d'Ivoire","ARV","Adult",5,32.6,1683,6.52,150,"27-Feb-15","11-Mar-15",4,10,3,2,2015-02-27,2015-03-11,12,"Late"
3989.81,42.37,"Air","Rwanda","ARV","Pediatric",10000,36000,558,3.6,30,"10-Mar-15","27-Mar-15",1,31,3,6,2015-03-10,2015-03-27,17,"Late"
5869.655,1069.59,"Truck","Zimbabwe","ARV","Adult",94661,908745.6,1047,9.6,600,"30-Apr-15","17-Mar-15",4,43,3,2,2015-04-30,2015-03-17,-44,"Early"
5869.655,25.09,"Truck","Zimbabwe","ARV","Pediatric",6180,24411,1047,3.95,60,"31-Mar-15","17-Mar-15",4,43,3,6,2015-03-31,2015-03-17,-14,"Early"
7006.47,86.78,"Air","Burundi","ARV","Adult",7380,73726.2,1115,9.99,600,"29-May-15","25-Mar-15",1,7,3,2,2015-05-29,2015-03-25,-65,"Early"
5869.655,18.51,"Truck","Uganda","ARV","Pediatric",8193,15730.56,1047,1.92,30,"15-Jun-15","14-May-15",4,40,3,6,2015-06-15,2015-05-14,-32,"Early"
708.23,79.39,"Truck","Mozambique","ARV","Adult",5000,67450,517,13.49,600,"30-Jun-15","9-Jun-15",4,27,3,2,2015-06-30,2015-06-09,-21,"Early"
5869.655,17.84,"Truck","Côte d'Ivoire","ARV","Adult",1963,15154.36,1047,7.72,150,"19-Jun-15","8-Jun-15",4,10,3,2,2015-06-19,2015-06-08,-11,"Early"
3610,31.34,"Truck","Mozambique","ARV","Adult",5763,26625.06,599,4.62,300,"30-Jun-15","22-Jun-15",4,27,3,2,2015-06-30,2015-06-22,-8,"Early"
